answerKey,id,A,B,C,D,stem,Grade,subject,category
B,NYSEDREGENTS_2014_4_26,beak,feathers,flippers,webbed feet,The diagram below shows an emperor penguin. Four body structures are labeled. {img:images/NYSEDREGENTS/2014_4th_Grade/05.PNG} Which body structure helps the penguin stay warm as it dives into icy water?,4,,Dev
C,NYSEDREGENTS_2014_4_29,cricket,frog,green plant,snake,Base your answer on the food chain below and on your knowledge of science. {img:images/NYSEDREGENTS/2014_4th_Grade/06.PNG} Which organism in this food chain is a producer?,4,,Dev
B,NYSEDREGENTS_2014_4_30,cricket,frog,green plant,snake,Base your answer on the food chain below and on your knowledge of science. {img:images/NYSEDREGENTS/2014_4th_Grade/06.PNG} Which organism in this food chain is both predator and prey?,4,,Dev
C,NYSEDREGENTS_2014_4_5,electricity,friction,gravity,magnetism,"Base your answer on the diagram below and on your knowledge of science. The diagram shows what happens to rock materials as they interact with air and water. Letters A, B, C, and D show some rock materials at different places on Earth's surface. {img:images/NYSEDREGENTS/2014_4th_Grade/01.PNG} Which force causes the rock materials to move from A to B?",4,,Dev
A,NYSEDREGENTS_2014_4_6,moved by running water,"chipped, with sharp edges",forming solid rock,soaked in ocean water,"Base your answer on the diagram below and on your knowledge of science. The diagram shows what happens to rock materials as they interact with air and water. Letters A, B, C, and D show some rock materials at different places on Earth's surface. {img:images/NYSEDREGENTS/2014_4th_Grade/01.PNG} Letter C shows the process of erosion, because rock material is",4,,Dev
B,NYSEDREGENTS_2014_4_7,broken up by the ocean bottom,settled on the ocean bottom,moved by ocean water,absorbed by ocean water,"Base your answer on the diagram below and on your knowledge of science. The diagram shows what happens to rock materials as they interact with air and water. Letters A, B, C, and D show some rock materials at different places on Earth's surface. {img:images/NYSEDREGENTS/2014_4th_Grade/01.PNG} Letter D shows the process of deposition, because rock material is",4,,Dev
C,OHAT_2008_5_15,{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2008-4.png},{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2008-5.png},{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2008-6.png},{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2008-7.png},Which electric circuit produces light?,5,,Dev
C,OHAT_2009_5_35,{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2009-23.png},{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2009-24.png},{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2009-25.png},{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2009-26.png},Three metal cubes are heated to the temperatures shown and placed in contact with one another on a nonconducting surface. The picture below shows the cubes next to one another and their temperatures. {img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2009-22.png} In which direction does thermal energy begin to flow between the metal cubes?,5,,Dev
C,TAKS_2009_5_35,The snails reproduced faster than the plants.,The plants grew at a faster rate than the snails.,The snails ate many of the plants.,The number of plants and snails both decreased.,"{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-26.png} At the beginning of the week, there were three snails and 12 live plants in an aquarium. The picture above shows the aquarium at the end of the week. Which of the following most likely happened during the week?",5,,Dev
B,TAKS_2009-A_5_11,2 cm,10 cm,254 cm,,"Look at the chart below. It is a record of the average sea level in centimeters (cm) at Galveston, Texas, from 1950 to 1975. {img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-31.png} How many centimeters (cm) did the average sea level change from 1950 to 1975?",5,,Dev
C,TAKS_2009-A_5_14,It will bounce higher.,It will become flat.,It will stop moving.,,Look at the diagram below. It shows a ball as it falls and then bounces several times. {img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-32.png} What will happen to the ball in the next few seconds?,5,,Dev
A,VASoL_2007_3_10,vibrates,stretches,is strong,is long,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-9.png} These girls can hear each other because the string -,3,,Dev
B,VASoL_2007_3_11,Vibrating,Rotating,Revolving,Falling,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-10.png} Which of the following describes the motion of Earth shown in this picture?,3,,Dev
C,VASoL_2007_3_19,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-22.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-23.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-24.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-25.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-21.png} Which of these shows the day when this thermometer was left outside?,3,,Dev
A,VASoL_2007_3_37,Things that cover animal bodies,Things that make the animal smaller,Things that keep animal bodies cool,Things that help animal bodies get oxygen,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-46.png} Which of these belongs in the center?,3,,Dev
D,VASoL_2007_5_3,of this flow chart? A Bird,Toad,Snake,Fish,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-3.png} Which of these belongs in square,5,,Dev
B,VASoL_2007_5_33,Bird,Plant,Fox,Mouse,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-34.png} Which of the following organisms provides energy for more than one organism in this food web?,5,,Dev
B,VASoL_2008_3_7,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-8.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-9.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-10.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-11.png},Students grew some seeds in a plastic bag. They then took a picture each day to have a record of growth. Which of these is probably the first picture the students took?,3,,Dev
B,VASoL_2008_5_21,1,2,3,4,"{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-22.png} Which location is likely to have the greatest water pressure, the coldest temperatures, and the smallest number of living organisms?",5,,Dev
C,VASoL_2008_5_39,1,2,3,4,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-38.png} Which labeled part in this picture has evidence of kinetic energy?,5,,Dev
B,VASoL_2009_5_1,less mass than the pebble,the same mass as the pebble,the same volume as the pebble,less volume than the pebble,"{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-1.png} Based on the picture, the bag of leaves has -",5,,Dev
C,VASoL_2009_5_39,Paramecium,Vorticella,Euglena,Amoeba,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-28.png} Lee uses a microscope during science class. He sees this organism in a drop of water. Which organism did he most likely see?,5,,Dev
A,VASoL_2010_3_12,Which type of bean plant grows faster?,Which type of bean plant is prettier?,Which type of bean plant tastes better?,Which type of bean plant costs more?,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-8.png} Students planted two types of bean seeds. Both types of bean plants are measured after two weeks. Which of these questions are they MOST likely trying to answer?,3,,Dev
B,VASoL_2010_3_31,2,5,7,9,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-28.png} This pencil is about how many paper clips long?,3,,Dev
C,VASoL_2010_3_33,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-30.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-31.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-32.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-33.png},Which of these birds MOST likely uses its beak to scoop up small fish for food?,3,,Dev
B,VASoL_2010_5_19,a rock,an ecosystem,an ocean current,an underwater cave,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2010-17.png} Part of a coral reef is shown. A coral reef is -,5,,Dev
D,VASoL_2010_5_2,Amphibole,Feldspar,Garnet,Quartz,"{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2010-1.png} A student observes a mineral that is colorless and harder than glass. Based on the chart, which mineral is the student observing?",5,,Dev
D,VASoL_2011_5_33,Only tadpoles can swim.,Only tadpoles can lay eggs.,Only frogs are eaten by predators.,Only frogs can survive on land.,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2011-29.png} Which of these is a difference between tadpoles and adult frogs?,5,,Dev
D,VASoL_2011_5_5,ecosystem,community,food web,habitat,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2011-2.png} Acorn barnacles are seashore animals found on rocks. They live 1 to 2 meters above low-tide level. These rocks are the acorn barnacles' -,5,,Dev
C,AKDE&ED_2012_4_9,set 1,set 2,set 3,set 4,Study the data table below. {img:images/StatesDMC-DA/Alaska/4thGr/Alaska-2012-4-10.png} Two students want to know how temperature affects rubber bands. They decide to test rubber bands inside and outside their school during the winter. The students plan to stretch each rubber band until it breaks. Which set of materials should be used for this test?,4,,Dev
A,CSZ_2009_5_55,at the beach,on top of the mountain,at the bottom of the clouds,above Earth's atmosphere,The diagram below shows a landscape. {img:images/StatesDMC-DA/California/5thGr/California-2009-5-32.png} Where in the diagram would the air pressure be the greatest?,5,,Dev
B,FCAT_2008_5_3,{img:images/StatesDMC-DA/FCAT/5thGr/Florida-2008-5-1.png},{img:images/StatesDMC-DA/FCAT/5thGr/Florida-2008-5-2.png},{img:images/StatesDMC-DA/FCAT/5thGr/Florida-2008-5-3.png},{img:images/StatesDMC-DA/FCAT/5thGr/Florida-2008-5-4.png},Roger collected four rock samples and wrote a description of how each was formed. Which of the following rocks that Roger collected is a metamorphic rock?,5,,Dev
A,MCAS_2014_5_12,igneous,limestone,metamorphic,sedimentary,A volcano erupted in the Atlantic Ocean and formed a new island over time. The picture below shows the new island as it was forming. {img:images/StatesDMC-DA/MCAS/5thGr/MCAS-5-2014-14.png} The new island is mainly made of which type of rock?,5,,Dev
A,MCAS_2014_5_8,use a larger base,use a taller frame,use thicker glass walls,use a stronger screen lid,The picture below shows a turtle living in a container. This turtle is kept in a classroom. {img:images/StatesDMC-DA/MCAS/5thGr/MCAS-5-2014-11.png} The students in the class want to build a new container to hold five more turtles. Which of the following changes is most important to make when they build a new container for all six turtles to live in?,5,,Dev
C,MCAS_2015_5_6,{img:images/StatesDMC-DA/MCAS/5thGr/MCAS-5-2015-2.png},{img:images/StatesDMC-DA/MCAS/5thGr/MCAS-5-2015-3.png},{img:images/StatesDMC-DA/MCAS/5thGr/MCAS-5-2015-4.png},{img:images/StatesDMC-DA/MCAS/5thGr/MCAS-5-2015-5.png},Which of the following diagrams correctly shows the four planets closest to the Sun and their moons?,5,,Dev
C,MDSA_2007_5_12,the image is larger than the actual truck,the image is smaller than the actual truck,the image is the same size as the actual truck,the image size depends on the light behind the toy truck,"Use the information below to answer the question. {img:images/StatesDMC-DA/Maryland/5thGr/Maryland-2007-5-13.png} Several students placed a toy truck on a table in front of a plane mirror and viewed the image of the truck in the mirror. Next, the students moved the toy truck to different positions and observed the reflected images of the truck from each position. How does the size of the image of the toy truck compare to the size of the actual toy truck?",5,,Dev
